,noida,utc_time
496,60.0,2019-08-06 20:00:00
497,65.0,2019-08-06 21:00:00
498,63.0,2019-08-06 22:00:00
499,74.0,2019-08-06 23:00:00
500,90.0,2019-08-07 00:00:00
501,73.0,2019-08-07 01:00:00
502,90.0,2019-08-07 02:00:00
503,90.0,2019-08-07 03:00:00
504,69.0,2019-08-07 04:00:00
505,29.0,2019-08-07 05:00:00
506,13.0,2019-08-07 06:00:00
507,13.0,2019-08-07 07:00:00
508,8.0,2019-08-07 08:00:00
509,7.0,2019-08-07 09:00:00
510,6.0,2019-08-07 10:00:00
511,5.0,2019-08-07 11:00:00
512,6.0,2019-08-07 12:00:00
513,8.0,2019-08-07 13:00:00
514,7.0,2019-08-07 14:00:00
515,18.0,2019-08-07 15:00:00
516,21.0,2019-08-07 16:00:00
517,22.0,2019-08-07 17:00:00
518,31.0,2019-08-07 18:00:00
519,16.0,2019-08-07 19:00:00
520,15.0,2019-08-07 20:00:00
521,20.0,2019-08-07 21:00:00
522,7.0,2019-08-07 22:00:00
1837,,2019-08-07 23:00:00
1838,,2019-08-08 00:00:00
1839,,2019-08-08 01:00:00
523,45.0,2019-08-08 02:00:00
524,45.0,2019-08-08 03:00:00
525,39.0,2019-08-08 04:00:00
526,25.0,2019-08-08 05:00:00
527,8.0,2019-08-08 06:00:00
528,5.0,2019-08-08 07:00:00
529,5.0,2019-08-08 08:00:00
530,6.0,2019-08-08 09:00:00
531,7.0,2019-08-08 10:00:00
532,8.0,2019-08-08 11:00:00
533,11.0,2019-08-08 12:00:00
534,9.0,2019-08-08 13:00:00
535,9.0,2019-08-08 14:00:00
536,10.0,2019-08-08 15:00:00
537,22.0,2019-08-08 16:00:00
538,27.0,2019-08-08 17:00:00
539,28.0,2019-08-08 18:00:00
540,15.0,2019-08-08 19:00:00
541,3.0,2019-08-08 20:00:00
542,7.0,2019-08-08 21:00:00
543,7.0,2019-08-08 22:00:00
544,5.0,2019-08-08 23:00:00
545,3.0,2019-08-09 00:00:00
546,5.0,2019-08-09 01:00:00
547,6.0,2019-08-09 02:00:00
548,7.0,2019-08-09 03:00:00
549,7.0,2019-08-09 04:00:00
550,8.0,2019-08-09 05:00:00
551,7.0,2019-08-09 06:00:00
552,10.0,2019-08-09 07:00:00
553,11.0,2019-08-09 08:00:00
554,7.0,2019-08-09 09:00:00
555,6.0,2019-08-09 10:00:00
1840,,2019-08-09 11:00:00
1841,,2019-08-09 12:00:00
1842,,2019-08-09 13:00:00
1843,,2019-08-09 14:00:00
1844,,2019-08-09 15:00:00
1845,,2019-08-09 16:00:00
1846,,2019-08-09 17:00:00
1847,,2019-08-09 18:00:00
1848,,2019-08-09 19:00:00
1849,,2019-08-09 20:00:00
1850,,2019-08-09 21:00:00
1851,,2019-08-09 22:00:00
1852,,2019-08-09 23:00:00
1853,,2019-08-10 00:00:00
556,17.0,2019-08-10 01:00:00
557,17.0,2019-08-10 02:00:00
558,25.0,2019-08-10 03:00:00
559,13.0,2019-08-10 04:00:00
560,12.0,2019-08-10 05:00:00
561,11.0,2019-08-10 06:00:00
562,20.0,2019-08-10 07:00:00
563,9.0,2019-08-10 08:00:00
564,10.0,2019-08-10 09:00:00
565,7.0,2019-08-10 10:00:00
566,2.0,2019-08-10 11:00:00
567,4.0,2019-08-10 12:00:00
568,8.0,2019-08-10 13:00:00
569,8.0,2019-08-10 14:00:00
570,18.0,2019-08-10 15:00:00
571,16.0,2019-08-10 16:00:00
572,23.0,2019-08-10 17:00:00
573,18.0,2019-08-10 18:00:00
574,24.0,2019-08-10 19:00:00
575,20.0,2019-08-10 20:00:00
576,34.0,2019-08-10 21:00:00
577,50.0,2019-08-10 22:00:00
578,52.0,2019-08-10 23:00:00
579,47.0,2019-08-11 00:00:00
580,36.0,2019-08-11 01:00:00
581,42.0,2019-08-11 02:00:00
582,55.0,2019-08-11 03:00:00
583,36.0,2019-08-11 04:00:00
584,21.0,2019-08-11 05:00:00
585,15.0,2019-08-11 06:00:00
586,18.0,2019-08-11 07:00:00
587,19.0,2019-08-11 08:00:00
588,17.0,2019-08-11 09:00:00
589,26.0,2019-08-11 10:00:00
590,23.0,2019-08-11 11:00:00
591,17.0,2019-08-11 12:00:00
592,18.0,2019-08-11 13:00:00
593,11.0,2019-08-11 14:00:00
594,14.0,2019-08-11 15:00:00
595,36.0,2019-08-11 16:00:00
596,14.0,2019-08-11 17:00:00
597,22.0,2019-08-11 18:00:00
598,15.0,2019-08-11 19:00:00
599,17.0,2019-08-11 20:00:00
600,23.0,2019-08-11 21:00:00
601,27.0,2019-08-11 22:00:00
602,24.0,2019-08-11 23:00:00
603,30.0,2019-08-12 00:00:00
604,30.0,2019-08-12 01:00:00
605,15.0,2019-08-12 02:00:00
606,16.0,2019-08-12 03:00:00
607,18.0,2019-08-12 04:00:00
608,18.0,2019-08-12 05:00:00
609,50.0,2019-08-12 06:00:00
610,18.0,2019-08-12 07:00:00
611,18.0,2019-08-12 08:00:00
612,30.0,2019-08-12 09:00:00
1854,,2019-08-12 10:00:00
1855,,2019-08-12 11:00:00
1856,,2019-08-12 12:00:00
1857,,2019-08-12 13:00:00
613,29.0,2019-08-12 14:00:00
614,29.0,2019-08-12 15:00:00
615,61.0,2019-08-12 16:00:00
616,69.0,2019-08-12 17:00:00
617,20.0,2019-08-12 18:00:00
618,15.0,2019-08-12 19:00:00
619,11.0,2019-08-12 20:00:00
620,16.0,2019-08-12 21:00:00
621,19.0,2019-08-12 22:00:00
622,14.0,2019-08-12 23:00:00
623,16.0,2019-08-13 00:00:00
624,19.0,2019-08-13 01:00:00
625,19.0,2019-08-13 02:00:00
626,22.0,2019-08-13 03:00:00
627,18.0,2019-08-13 04:00:00
628,22.0,2019-08-13 05:00:00
629,22.0,2019-08-13 06:00:00
630,24.0,2019-08-13 07:00:00
631,29.0,2019-08-13 08:00:00
632,29.0,2019-08-13 09:00:00
633,23.0,2019-08-13 10:00:00
634,16.0,2019-08-13 11:00:00
635,4.0,2019-08-13 12:00:00
636,26.0,2019-08-13 13:00:00
637,21.0,2019-08-13 14:00:00
638,11.0,2019-08-13 15:00:00
639,38.0,2019-08-13 16:00:00
640,20.0,2019-08-13 17:00:00
641,12.0,2019-08-13 18:00:00
642,18.0,2019-08-13 19:00:00
643,10.0,2019-08-13 20:00:00
644,1.0,2019-08-13 21:00:00
645,0.0,2019-08-13 22:00:00
646,2.0,2019-08-13 23:00:00
647,2.0,2019-08-14 00:00:00
648,12.0,2019-08-14 01:00:00
649,16.0,2019-08-14 02:00:00
650,31.0,2019-08-14 03:00:00
651,31.0,2019-08-14 04:00:00
652,49.0,2019-08-14 05:00:00
653,41.0,2019-08-14 06:00:00
654,32.0,2019-08-14 07:00:00
655,36.0,2019-08-14 08:00:00
656,43.0,2019-08-14 09:00:00
657,29.0,2019-08-14 10:00:00
658,37.0,2019-08-14 11:00:00
659,55.0,2019-08-14 12:00:00
660,56.0,2019-08-14 13:00:00
661,37.0,2019-08-14 14:00:00
662,49.0,2019-08-14 15:00:00
663,52.0,2019-08-14 16:00:00
664,74.0,2019-08-14 17:00:00
665,84.0,2019-08-14 18:00:00
666,104.0,2019-08-14 19:00:00
667,100.0,2019-08-14 20:00:00
668,95.0,2019-08-14 21:00:00
669,106.0,2019-08-14 22:00:00
670,56.0,2019-08-14 23:00:00
671,22.0,2019-08-15 00:00:00
672,13.0,2019-08-15 01:00:00
673,24.0,2019-08-15 02:00:00
674,39.0,2019-08-15 03:00:00
675,39.0,2019-08-15 04:00:00
676,18.0,2019-08-15 05:00:00
677,12.0,2019-08-15 06:00:00
678,19.0,2019-08-15 07:00:00
679,15.0,2019-08-15 08:00:00
680,15.0,2019-08-15 09:00:00
681,19.0,2019-08-15 10:00:00
682,12.0,2019-08-15 11:00:00
683,15.0,2019-08-15 12:00:00
684,15.0,2019-08-15 13:00:00
685,22.0,2019-08-15 14:00:00
686,24.0,2019-08-15 15:00:00
687,22.0,2019-08-15 16:00:00
688,29.0,2019-08-15 17:00:00
689,23.0,2019-08-15 18:00:00
690,7.0,2019-08-15 19:00:00
691,11.0,2019-08-15 20:00:00
692,14.0,2019-08-15 21:00:00
693,18.0,2019-08-15 22:00:00
694,12.0,2019-08-15 23:00:00
695,15.0,2019-08-16 00:00:00
696,19.0,2019-08-16 01:00:00
697,23.0,2019-08-16 02:00:00
698,28.0,2019-08-16 03:00:00
699,17.0,2019-08-16 04:00:00
700,6.0,2019-08-16 05:00:00
701,14.0,2019-08-16 06:00:00
702,12.0,2019-08-16 07:00:00
703,15.0,2019-08-16 08:00:00
704,9.0,2019-08-16 09:00:00
705,6.0,2019-08-16 10:00:00
706,9.0,2019-08-16 11:00:00
707,8.0,2019-08-16 12:00:00
708,6.0,2019-08-16 13:00:00
709,6.0,2019-08-16 14:00:00
710,8.0,2019-08-16 15:00:00
711,12.0,2019-08-16 16:00:00
712,11.0,2019-08-16 17:00:00
713,11.0,2019-08-16 18:00:00
714,15.0,2019-08-16 19:00:00
715,4.0,2019-08-16 20:00:00
716,15.0,2019-08-16 21:00:00
717,10.0,2019-08-16 22:00:00
718,10.0,2019-08-16 23:00:00
719,7.0,2019-08-17 00:00:00
720,4.0,2019-08-17 01:00:00
721,4.0,2019-08-17 02:00:00
722,3.0,2019-08-17 03:00:00
723,0.0,2019-08-17 04:00:00
724,0.0,2019-08-17 05:00:00
725,0.0,2019-08-17 06:00:00
726,6.0,2019-08-17 07:00:00
727,5.0,2019-08-17 08:00:00
728,5.0,2019-08-17 09:00:00
729,0.0,2019-08-17 10:00:00
730,0.0,2019-08-17 11:00:00
731,2.0,2019-08-17 12:00:00
732,0.0,2019-08-17 13:00:00
733,1.0,2019-08-17 14:00:00
734,4.0,2019-08-17 15:00:00
735,5.0,2019-08-17 16:00:00
736,5.0,2019-08-17 17:00:00
737,2.0,2019-08-17 18:00:00
738,1.0,2019-08-17 19:00:00
1858,,2019-08-17 20:00:00
1859,,2019-08-17 21:00:00
1860,,2019-08-17 22:00:00
1861,,2019-08-17 23:00:00
1862,,2019-08-18 00:00:00
1863,,2019-08-18 01:00:00
1864,,2019-08-18 02:00:00
1865,,2019-08-18 03:00:00
1866,,2019-08-18 04:00:00
1867,,2019-08-18 05:00:00
1868,,2019-08-18 06:00:00
1869,,2019-08-18 07:00:00
1870,,2019-08-18 08:00:00
1871,,2019-08-18 09:00:00
1872,,2019-08-18 10:00:00
1873,,2019-08-18 11:00:00
1874,,2019-08-18 12:00:00
739,18.0,2019-08-18 13:00:00
740,18.0,2019-08-18 14:00:00
741,26.0,2019-08-18 15:00:00
742,37.0,2019-08-18 16:00:00
743,55.0,2019-08-18 17:00:00
744,53.0,2019-08-18 18:00:00
745,61.0,2019-08-18 19:00:00
746,59.0,2019-08-18 20:00:00
747,61.0,2019-08-18 21:00:00
748,55.0,2019-08-18 22:00:00
749,53.0,2019-08-18 23:00:00
750,60.0,2019-08-19 00:00:00
751,60.0,2019-08-19 01:00:00
752,70.0,2019-08-19 02:00:00
753,56.0,2019-08-19 03:00:00
754,52.0,2019-08-19 04:00:00
755,40.0,2019-08-19 05:00:00
756,44.0,2019-08-19 06:00:00
757,32.0,2019-08-19 07:00:00
758,32.0,2019-08-19 08:00:00
759,35.0,2019-08-19 09:00:00
760,37.0,2019-08-19 10:00:00
761,31.0,2019-08-19 11:00:00
762,28.0,2019-08-19 12:00:00
763,27.0,2019-08-19 13:00:00
764,24.0,2019-08-19 14:00:00
765,28.0,2019-08-19 15:00:00
766,49.0,2019-08-19 16:00:00
767,49.0,2019-08-19 17:00:00
768,64.0,2019-08-19 18:00:00
769,77.0,2019-08-19 19:00:00
770,65.0,2019-08-19 20:00:00
771,62.0,2019-08-19 21:00:00
772,48.0,2019-08-19 22:00:00
773,39.0,2019-08-19 23:00:00
774,31.0,2019-08-20 00:00:00
775,44.0,2019-08-20 01:00:00
776,61.0,2019-08-20 02:00:00
777,61.0,2019-08-20 03:00:00
778,44.0,2019-08-20 04:00:00
779,44.0,2019-08-20 05:00:00
780,34.0,2019-08-20 06:00:00
781,52.0,2019-08-20 07:00:00
782,44.0,2019-08-20 08:00:00
783,19.0,2019-08-20 09:00:00
784,19.0,2019-08-20 10:00:00
785,23.0,2019-08-20 11:00:00
786,12.0,2019-08-20 12:00:00
787,20.0,2019-08-20 13:00:00
788,32.0,2019-08-20 14:00:00
789,32.0,2019-08-20 15:00:00
790,32.0,2019-08-20 16:00:00
791,30.0,2019-08-20 17:00:00
792,41.0,2019-08-20 18:00:00
793,45.0,2019-08-20 19:00:00
794,56.0,2019-08-20 20:00:00
795,49.0,2019-08-20 21:00:00
796,44.0,2019-08-20 22:00:00
797,55.0,2019-08-20 23:00:00
798,59.0,2019-08-21 00:00:00
799,77.0,2019-08-21 01:00:00
800,92.0,2019-08-21 02:00:00
801,78.0,2019-08-21 03:00:00
802,60.0,2019-08-21 04:00:00
803,34.0,2019-08-21 05:00:00
804,34.0,2019-08-21 06:00:00
805,46.0,2019-08-21 07:00:00
806,41.0,2019-08-21 08:00:00
807,48.0,2019-08-21 09:00:00
808,37.0,2019-08-21 10:00:00
809,41.0,2019-08-21 11:00:00
810,32.0,2019-08-21 12:00:00
811,28.0,2019-08-21 13:00:00
812,30.0,2019-08-21 14:00:00
813,38.0,2019-08-21 15:00:00
814,68.0,2019-08-21 16:00:00
815,68.0,2019-08-21 17:00:00
816,87.0,2019-08-21 18:00:00
817,84.0,2019-08-21 19:00:00
818,67.0,2019-08-21 20:00:00
819,54.0,2019-08-21 21:00:00
820,56.0,2019-08-21 22:00:00
821,51.0,2019-08-21 23:00:00
822,31.0,2019-08-22 00:00:00
823,23.0,2019-08-22 01:00:00
824,20.0,2019-08-22 02:00:00
825,30.0,2019-08-22 03:00:00
826,37.0,2019-08-22 04:00:00
827,40.0,2019-08-22 05:00:00
828,36.0,2019-08-22 06:00:00
829,46.0,2019-08-22 07:00:00
830,65.0,2019-08-22 08:00:00
831,71.0,2019-08-22 09:00:00
832,54.0,2019-08-22 10:00:00
833,15.0,2019-08-22 11:00:00
834,47.0,2019-08-22 12:00:00
835,47.0,2019-08-22 13:00:00
836,47.0,2019-08-22 14:00:00
837,67.0,2019-08-22 15:00:00
838,63.0,2019-08-22 16:00:00
839,63.0,2019-08-22 17:00:00
840,70.0,2019-08-22 18:00:00
841,62.0,2019-08-22 19:00:00
842,66.0,2019-08-22 20:00:00
843,65.0,2019-08-22 21:00:00
844,66.0,2019-08-22 22:00:00
845,62.0,2019-08-22 23:00:00
846,63.0,2019-08-23 00:00:00
847,70.0,2019-08-23 01:00:00
848,81.0,2019-08-23 02:00:00
849,87.0,2019-08-23 03:00:00
850,111.0,2019-08-23 04:00:00
851,72.0,2019-08-23 05:00:00
852,55.0,2019-08-23 06:00:00
853,36.0,2019-08-23 07:00:00
854,48.0,2019-08-23 08:00:00
855,49.0,2019-08-23 09:00:00
856,46.0,2019-08-23 10:00:00
857,46.0,2019-08-23 11:00:00
858,29.0,2019-08-23 12:00:00
859,51.0,2019-08-23 13:00:00
860,23.0,2019-08-23 14:00:00
861,44.0,2019-08-23 15:00:00
862,86.0,2019-08-23 16:00:00
863,87.0,2019-08-23 17:00:00
864,86.0,2019-08-23 18:00:00
865,126.0,2019-08-23 19:00:00
866,88.0,2019-08-23 20:00:00
867,82.0,2019-08-23 21:00:00
868,92.0,2019-08-23 22:00:00
869,91.0,2019-08-23 23:00:00
870,112.0,2019-08-24 00:00:00
871,112.0,2019-08-24 01:00:00
872,112.0,2019-08-24 02:00:00
873,115.0,2019-08-24 03:00:00
874,80.0,2019-08-24 04:00:00
875,82.0,2019-08-24 05:00:00
876,71.0,2019-08-24 06:00:00
877,46.0,2019-08-24 07:00:00
878,37.0,2019-08-24 08:00:00
879,44.0,2019-08-24 09:00:00
880,48.0,2019-08-24 10:00:00
881,56.0,2019-08-24 11:00:00
882,63.0,2019-08-24 12:00:00
883,63.0,2019-08-24 13:00:00
884,82.0,2019-08-24 14:00:00
885,82.0,2019-08-24 15:00:00
886,70.0,2019-08-24 16:00:00
887,37.0,2019-08-24 17:00:00
888,40.0,2019-08-24 18:00:00
889,37.0,2019-08-24 19:00:00
890,37.0,2019-08-24 20:00:00
891,39.0,2019-08-24 21:00:00
892,41.0,2019-08-24 22:00:00
893,40.0,2019-08-24 23:00:00
894,44.0,2019-08-25 00:00:00
895,50.0,2019-08-25 01:00:00
896,48.0,2019-08-25 02:00:00
897,40.0,2019-08-25 03:00:00
898,48.0,2019-08-25 04:00:00
899,37.0,2019-08-25 05:00:00
900,37.0,2019-08-25 06:00:00
901,37.0,2019-08-25 07:00:00
902,28.0,2019-08-25 08:00:00
903,31.0,2019-08-25 09:00:00
904,20.0,2019-08-25 10:00:00
905,20.0,2019-08-25 11:00:00
906,11.0,2019-08-25 12:00:00
907,9.0,2019-08-25 13:00:00
908,23.0,2019-08-25 14:00:00
909,23.0,2019-08-25 15:00:00
910,21.0,2019-08-25 16:00:00
911,14.0,2019-08-25 17:00:00
912,9.0,2019-08-25 18:00:00
913,11.0,2019-08-25 19:00:00
914,9.0,2019-08-25 20:00:00
915,18.0,2019-08-25 21:00:00
916,24.0,2019-08-25 22:00:00
917,41.0,2019-08-25 23:00:00
918,43.0,2019-08-26 00:00:00
919,33.0,2019-08-26 01:00:00
920,40.0,2019-08-26 02:00:00
1875,,2019-08-26 03:00:00
1876,,2019-08-26 04:00:00
1877,,2019-08-26 05:00:00
1878,,2019-08-26 06:00:00
1879,,2019-08-26 07:00:00
1880,,2019-08-26 08:00:00
1881,,2019-08-26 09:00:00
1882,,2019-08-26 10:00:00
1883,,2019-08-26 11:00:00
1884,,2019-08-26 12:00:00
1885,,2019-08-26 13:00:00
1886,,2019-08-26 14:00:00
1887,,2019-08-26 15:00:00
1888,,2019-08-26 16:00:00
1889,,2019-08-26 17:00:00
1890,,2019-08-26 18:00:00
1891,,2019-08-26 19:00:00
1892,,2019-08-26 20:00:00
1893,,2019-08-26 21:00:00
1894,,2019-08-26 22:00:00
1895,,2019-08-26 23:00:00
1896,,2019-08-27 00:00:00
1897,,2019-08-27 01:00:00
921,39.0,2019-08-27 02:00:00
922,39.0,2019-08-27 03:00:00
923,28.0,2019-08-27 04:00:00
924,20.0,2019-08-27 05:00:00
925,19.0,2019-08-27 06:00:00
926,19.0,2019-08-27 07:00:00
927,21.0,2019-08-27 08:00:00
928,23.0,2019-08-27 09:00:00
929,14.0,2019-08-27 10:00:00
930,17.0,2019-08-27 11:00:00
931,27.0,2019-08-27 12:00:00
932,33.0,2019-08-27 13:00:00
933,31.0,2019-08-27 14:00:00
934,36.0,2019-08-27 15:00:00
935,37.0,2019-08-27 16:00:00
936,48.0,2019-08-27 17:00:00
937,44.0,2019-08-27 18:00:00
938,57.0,2019-08-27 19:00:00
939,58.0,2019-08-27 20:00:00
940,66.0,2019-08-27 21:00:00
941,77.0,2019-08-27 22:00:00
942,81.0,2019-08-27 23:00:00
943,77.0,2019-08-28 00:00:00
944,72.0,2019-08-28 01:00:00
945,83.0,2019-08-28 02:00:00
946,56.0,2019-08-28 03:00:00
947,21.0,2019-08-28 04:00:00
948,28.0,2019-08-28 05:00:00
949,22.0,2019-08-28 06:00:00
950,27.0,2019-08-28 07:00:00
951,24.0,2019-08-28 08:00:00
952,5.0,2019-08-28 09:00:00
953,15.0,2019-08-28 10:00:00
954,19.0,2019-08-28 11:00:00
955,19.0,2019-08-28 12:00:00
956,41.0,2019-08-28 13:00:00
957,28.0,2019-08-28 14:00:00
958,84.0,2019-08-28 15:00:00
959,48.0,2019-08-28 16:00:00
960,75.0,2019-08-28 17:00:00
961,75.0,2019-08-28 18:00:00
962,66.0,2019-08-28 19:00:00
963,34.0,2019-08-28 20:00:00
964,41.0,2019-08-28 21:00:00
965,47.0,2019-08-28 22:00:00
966,48.0,2019-08-28 23:00:00
967,48.0,2019-08-29 00:00:00
968,43.0,2019-08-29 01:00:00
969,70.0,2019-08-29 02:00:00
970,47.0,2019-08-29 03:00:00
971,27.0,2019-08-29 04:00:00
972,29.0,2019-08-29 05:00:00
973,25.0,2019-08-29 06:00:00
974,30.0,2019-08-29 07:00:00
975,28.0,2019-08-29 08:00:00
976,32.0,2019-08-29 09:00:00
977,24.0,2019-08-29 10:00:00
978,17.0,2019-08-29 11:00:00
979,22.0,2019-08-29 12:00:00
980,27.0,2019-08-29 13:00:00
981,36.0,2019-08-29 14:00:00
982,38.0,2019-08-29 15:00:00
983,24.0,2019-08-29 16:00:00
984,21.0,2019-08-29 17:00:00
985,28.0,2019-08-29 18:00:00
986,26.0,2019-08-29 19:00:00
987,22.0,2019-08-29 20:00:00
988,28.0,2019-08-29 21:00:00
989,23.0,2019-08-29 22:00:00
990,22.0,2019-08-29 23:00:00
991,28.0,2019-08-30 00:00:00
992,40.0,2019-08-30 01:00:00
993,42.0,2019-08-30 02:00:00
994,39.0,2019-08-30 03:00:00
995,51.0,2019-08-30 04:00:00
996,49.0,2019-08-30 05:00:00
997,53.0,2019-08-30 06:00:00
998,41.0,2019-08-30 07:00:00
999,39.0,2019-08-30 08:00:00
1000,32.0,2019-08-30 09:00:00
1001,38.0,2019-08-30 10:00:00
1002,26.0,2019-08-30 11:00:00
1003,26.0,2019-08-30 12:00:00
1004,30.0,2019-08-30 13:00:00
1005,29.0,2019-08-30 14:00:00
1006,64.0,2019-08-30 15:00:00
1007,35.0,2019-08-30 16:00:00
1008,45.0,2019-08-30 17:00:00
1009,51.0,2019-08-30 18:00:00
1010,60.0,2019-08-30 19:00:00
1011,67.0,2019-08-30 20:00:00
1012,61.0,2019-08-30 21:00:00
1013,55.0,2019-08-30 22:00:00
1014,52.0,2019-08-30 23:00:00
1015,51.0,2019-08-31 00:00:00
1016,61.0,2019-08-31 01:00:00
1017,79.0,2019-08-31 02:00:00
1018,78.0,2019-08-31 03:00:00
1019,71.0,2019-08-31 04:00:00
1020,51.0,2019-08-31 05:00:00
1021,41.0,2019-08-31 06:00:00
1022,37.0,2019-08-31 07:00:00
1023,26.0,2019-08-31 08:00:00
1024,44.0,2019-08-31 09:00:00
1025,50.0,2019-08-31 10:00:00
1026,45.0,2019-08-31 11:00:00
1027,48.0,2019-08-31 12:00:00
1028,55.0,2019-08-31 13:00:00
1029,61.0,2019-08-31 14:00:00
1030,95.0,2019-08-31 15:00:00
1031,84.0,2019-08-31 16:00:00
1032,112.0,2019-08-31 17:00:00
1033,110.0,2019-08-31 18:00:00
1034,71.0,2019-08-31 19:00:00
1035,48.0,2019-08-31 20:00:00
1036,42.0,2019-08-31 21:00:00
1037,38.0,2019-08-31 22:00:00
1038,39.0,2019-08-31 23:00:00
1039,37.0,2019-09-01 00:00:00
1040,35.0,2019-09-01 01:00:00
1041,29.0,2019-09-01 02:00:00
1042,18.0,2019-09-01 03:00:00
1043,7.0,2019-09-01 04:00:00
1044,6.0,2019-09-01 05:00:00
1045,7.0,2019-09-01 06:00:00
1046,7.0,2019-09-01 07:00:00
1047,7.0,2019-09-01 08:00:00
1048,7.0,2019-09-01 09:00:00
1049,7.0,2019-09-01 10:00:00
1050,3.0,2019-09-01 11:00:00
1051,8.0,2019-09-01 12:00:00
1052,13.0,2019-09-01 13:00:00
1053,19.0,2019-09-01 14:00:00
1054,27.0,2019-09-01 15:00:00
1055,33.0,2019-09-01 16:00:00
1056,24.0,2019-09-01 17:00:00
1057,47.0,2019-09-01 18:00:00
1058,34.0,2019-09-01 19:00:00
1059,25.0,2019-09-01 20:00:00
1060,20.0,2019-09-01 21:00:00
1061,29.0,2019-09-01 22:00:00
1062,21.0,2019-09-01 23:00:00
1063,32.0,2019-09-02 00:00:00
1064,36.0,2019-09-02 01:00:00
1065,48.0,2019-09-02 02:00:00
1066,62.0,2019-09-02 03:00:00
1067,32.0,2019-09-02 04:00:00
1068,33.0,2019-09-02 05:00:00
1069,47.0,2019-09-02 06:00:00
1070,47.0,2019-09-02 07:00:00
1071,73.0,2019-09-02 08:00:00
1072,73.0,2019-09-02 09:00:00
1073,67.0,2019-09-02 10:00:00
1074,75.0,2019-09-02 11:00:00
1075,103.0,2019-09-02 12:00:00
1076,103.0,2019-09-02 13:00:00
1077,80.0,2019-09-02 14:00:00
1078,76.0,2019-09-02 15:00:00
1079,111.0,2019-09-02 16:00:00
1080,97.0,2019-09-02 17:00:00
1081,121.0,2019-09-02 18:00:00
1082,113.0,2019-09-02 19:00:00
1083,100.0,2019-09-02 20:00:00
1084,103.0,2019-09-02 21:00:00
1085,103.0,2019-09-02 22:00:00
1086,107.0,2019-09-02 23:00:00
1087,104.0,2019-09-03 00:00:00
1088,96.0,2019-09-03 01:00:00
1089,99.0,2019-09-03 02:00:00
1090,69.0,2019-09-03 03:00:00
1091,69.0,2019-09-03 04:00:00
1092,75.0,2019-09-03 05:00:00
1093,63.0,2019-09-03 06:00:00
1094,56.0,2019-09-03 07:00:00
1095,82.0,2019-09-03 08:00:00
1096,61.0,2019-09-03 09:00:00
1097,51.0,2019-09-03 10:00:00
1898,,2019-09-03 11:00:00
1899,,2019-09-03 12:00:00
1900,,2019-09-03 13:00:00
1901,,2019-09-03 14:00:00
1902,,2019-09-03 15:00:00
1903,,2019-09-03 16:00:00
1904,,2019-09-03 17:00:00
1905,,2019-09-03 18:00:00
1906,,2019-09-03 19:00:00
1907,,2019-09-03 20:00:00
1098,95.0,2019-09-03 21:00:00
1908,,2019-09-03 22:00:00
1909,,2019-09-03 23:00:00
1099,111.0,2019-09-04 00:00:00
1100,111.0,2019-09-04 01:00:00
1101,113.0,2019-09-04 02:00:00
1102,139.0,2019-09-04 03:00:00
1103,153.0,2019-09-04 04:00:00
1104,153.0,2019-09-04 05:00:00
1105,48.0,2019-09-04 06:00:00
1106,48.0,2019-09-04 07:00:00
1107,51.0,2019-09-04 08:00:00
1108,58.0,2019-09-04 09:00:00
1109,62.0,2019-09-04 10:00:00
1110,58.0,2019-09-04 11:00:00
1111,56.0,2019-09-04 12:00:00
1112,56.0,2019-09-04 13:00:00
1113,52.0,2019-09-04 14:00:00
1114,57.0,2019-09-04 15:00:00
1115,68.0,2019-09-04 16:00:00
1116,48.0,2019-09-04 17:00:00
1117,49.0,2019-09-04 18:00:00
1118,48.0,2019-09-04 19:00:00
1119,43.0,2019-09-04 20:00:00
1120,41.0,2019-09-04 21:00:00
1121,39.0,2019-09-04 22:00:00
1122,28.0,2019-09-04 23:00:00
1123,43.0,2019-09-05 00:00:00
1124,39.0,2019-09-05 01:00:00
1125,31.0,2019-09-05 02:00:00
1126,35.0,2019-09-05 03:00:00
1127,29.0,2019-09-05 04:00:00
1128,31.0,2019-09-05 05:00:00
1129,38.0,2019-09-05 06:00:00
1130,27.0,2019-09-05 07:00:00
1131,19.0,2019-09-05 08:00:00
1132,30.0,2019-09-05 09:00:00
1133,25.0,2019-09-05 10:00:00
1134,14.0,2019-09-05 11:00:00
1135,17.0,2019-09-05 12:00:00
1136,26.0,2019-09-05 13:00:00
1137,14.0,2019-09-05 14:00:00
1138,38.0,2019-09-05 15:00:00
1139,56.0,2019-09-05 16:00:00
1140,49.0,2019-09-05 17:00:00
1141,39.0,2019-09-05 18:00:00
1142,45.0,2019-09-05 19:00:00
1143,39.0,2019-09-05 20:00:00
1144,44.0,2019-09-05 21:00:00
1145,28.0,2019-09-05 22:00:00
1146,35.0,2019-09-05 23:00:00
1147,29.0,2019-09-06 00:00:00
1148,33.0,2019-09-06 01:00:00
1149,34.0,2019-09-06 02:00:00
1150,45.0,2019-09-06 03:00:00
1151,39.0,2019-09-06 04:00:00
1152,38.0,2019-09-06 05:00:00
1153,44.0,2019-09-06 06:00:00
1154,29.0,2019-09-06 07:00:00
1155,15.0,2019-09-06 08:00:00
1156,18.0,2019-09-06 09:00:00
1157,18.0,2019-09-06 10:00:00
